rdt_id,start_hour,day_of_week,month,is_weekend,number_of_affected_stations,number_of_affected_lines,primary_line,cause_group,statistical_cause_nl,long_disruption
59201,23,Friday,4,0,4,1.0,Almelo - Deventer,external,rommel op het spoor,0
59202,1,Saturday,4,1,6,1.0,Aachen Hbf - Heerlen,staff,problemen met de personeelsinzet,1
59203,1,Saturday,4,1,7,3.0,Arnhem Centraal - Basel SBB,staff,problemen met de personeelsinzet,1
59204,9,Saturday,4,1,2,1.0,Amersfoort - Ede-Wageningen,infrastructure,seinstoring,1
59205,15,Saturday,4,1,7,1.0,Heerlen - Sittard,staff,problemen met de personeelsinzet,1
59206,16,Saturday,4,1,5,1.0,Almere Oostvaarders - Utrecht Centraal,rolling stock,defecte trein,0
59207,17,Saturday,4,1,2,1.0,Rotterdam Centraal - Schiphol Airport (HSL),rolling stock,defecte trein,0
59208,20,Saturday,4,1,3,1.0,'s-Hertogenbosch - Utrecht Centraal,infrastructure,wisselstoring,0
59209,21,Saturday,4,1,8,1.0,Haarlem - Uitgeest,external,om veiligheidsredenen,0
59210,21,Saturday,4,1,2,1.0,Rotterdam Centraal - Schiphol Airport (HSL),external,brandmelding,0
59211,7,Sunday,4,1,7,3.0,Arnhem Centraal - Basel SBB,rolling stock,beperkingen in de materieelinzet,1
59212,7,Sunday,4,1,5,1.0,'s-Hertogenbosch - Nijmegen,rolling stock,gestrande trein,0
59213,9,Sunday,4,1,4,1.0,Roermond - Sittard,infrastructure,seinstoring,1
59214,10,Sunday,4,1,5,1.0,Roermond - Venlo,rolling stock,defecte trein,0
59215,12,Sunday,4,1,4,1.0,Apeldoorn - Deventer,accidents,aanrijding,1
59216,17,Sunday,4,1,5,1.0,Schiphol Airport - Utrecht Centraal,external,inzet van hulpdiensten,0
59217,17,Sunday,4,1,5,1.0,Leiden Centraal - Schiphol Airport,external,inzet van hulpdiensten,0
59218,18,Sunday,4,1,3,1.0,Alkmaar - Amsterdam Centraal,rolling stock,defecte trein,0
59219,19,Sunday,4,1,7,1.0,Den Haag HS - Rotterdam Centraal,external,mensen op het spoor,0
59221,6,Monday,4,0,10,1.0,Amsterdam Centraal - Lelystad Centrum,infrastructure,wisselstoring,1
59223,12,Monday,4,0,8,1.0,Dordrecht - Rotterdam Centraal,infrastructure,seinstoring,0
59224,12,Monday,4,0,5,2.0,Eindhoven - Roermond,rolling stock,defecte trein,0
59227,17,Monday,4,0,7,2.0,Brussel-Zuid/Midi - Rotterdam Centraal (HSL),accidents,aanrijding,1
59228,19,Monday,4,0,2,1.0,Amersfoort - Utrecht Centraal,external,persoon op het spoor,0
59229,4,Tuesday,4,0,3,1.0,Alkmaar - Hoorn,infrastructure,defecte bovenleiding,1
59230,4,Tuesday,4,0,8,2.0,Bielefeld Hbf - Hengelo,staff,problemen met de personeelsinzet,1
59231,5,Tuesday,4,0,6,1.0,Alphen a/d Rijn - Gouda,infrastructure,seinstoring,0
59232,5,Tuesday,4,0,6,2.0,Liège-Guillemins - Maastricht,staff,acties in het buitenland,1
59233,7,Tuesday,4,0,3,1.0,'s-Hertogenbosch - Nijmegen,infrastructure,seinstoring,1
59234,9,Tuesday,4,0,5,4.0,Arnhem Centraal - Basel SBB,rolling stock,defecte trein,1
59235,10,Tuesday,4,0,2,1.0,Breda - Rotterdam Centraal (HSL),rolling stock,defecte trein,0
59236,10,Tuesday,4,0,3,1.0,Almelo - Zwolle,infrastructure,stroomstoring,1
59237,13,Tuesday,4,0,12,1.0,Rotterdam Centraal - Utrecht Centraal,rolling stock,defecte trein,0
59238,13,Tuesday,4,0,1,4.0,'s-Hertogenbosch - Eindhoven,infrastructure,stroomstoring,1
59239,13,Tuesday,4,0,2,3.0,'s-Hertogenbosch - Tilburg,infrastructure,stroomstoring,1
59240,14,Tuesday,4,0,2,2.0,Den Haag Centraal - Utrecht Centraal,rolling stock,defecte trein,1
59241,15,Tuesday,4,0,2,1.0,'s-Hertogenbosch - Tilburg,infrastructure,overwegstoring,1
59242,15,Tuesday,4,0,6,1.0,Eindhoven - Venlo,unknown,technisch onderzoek,1
59243,15,Tuesday,4,0,2,1.0,Breda - Rotterdam Centraal (HSL),infrastructure,wisselstoring,0
59244,16,Tuesday,4,0,4,2.0,Arnhem Centraal - Utrecht Centraal,rolling stock,defecte trein,0
59245,20,Tuesday,4,0,8,1.0,Almere Oostvaarders - Utrecht Centraal,rolling stock,defecte trein,0
59246,20,Tuesday,4,0,3,1.0,Almere Oostvaarders - Utrecht Centraal,rolling stock,defecte trein,0
59247,6,Wednesday,4,0,2,1.0,Arnhem Centraal - Utrecht Centraal,rolling stock,gestrande trein,0
59248,7,Wednesday,4,0,2,1.0,Groningen - Zwolle,accidents,aanrijding,1
59249,7,Wednesday,4,0,3,1.0,Leiden Centraal - Utrecht Centraal,rolling stock,gestrande trein,0
59250,8,Wednesday,4,0,3,3.0,Arnhem Centraal - Basel SBB,rolling stock,defecte trein,0
59251,8,Wednesday,4,0,2,1.0,Amersfoort - Zwolle,rolling stock,defecte trein,0
59252,8,Wednesday,4,0,7,3.0,Arnhem Centraal - Basel SBB,rolling stock,defecte trein,1
59253,9,Wednesday,4,0,3,1.0,Breda - Tilburg,rolling stock,gestrande trein,0
59254,9,Wednesday,4,0,4,1.0,Haarlem - Leiden Centraal,accidents,beschadigde spoorbrug,1
59255,9,Wednesday,4,0,6,1.0,Den Haag Centraal - Leiden Centraal,accidents,beschadigde spoorbrug,1
59256,10,Wednesday,4,0,2,1.0,'s-Hertogenbosch - Tilburg,external,persoon op het spoor,0
59257,12,Wednesday,4,0,5,3.0,Almere Oostvaarders - Utrecht Centraal,external,rommel op het spoor,0
59258,13,Wednesday,4,0,2,1.0,Arnhem Centraal - Utrecht Centraal,external,inzet van de politie,0
59259,13,Wednesday,4,0,2,1.0,Leiden Centraal - Schiphol Airport,rolling stock,defecte trein,0
59260,16,Wednesday,4,0,8,1.0,Leeuwarden - Zwolle,external,persoon op het spoor,0
59263,17,Wednesday,4,0,3,1.0,Breda - Tilburg,accidents,aanrijding,0
59264,17,Wednesday,4,0,6,1.0,Rotterdam Centraal - Utrecht Centraal,external,inzet van de politie,0
59265,18,Wednesday,4,0,18,8.0,Amersfoort - Schiphol Airport,rolling stock,defecte trein,0
59266,18,Wednesday,4,0,15,3.0,Den Haag Centraal - Den Haag HS,rolling stock,defecte trein,0
59267,20,Wednesday,4,0,6,1.0,Arnhem Centraal - Zutphen,unknown,technisch onderzoek,0
59269,21,Wednesday,4,0,2,2.0,Amsterdam Centraal - Utrecht Centraal,infrastructure,defect spoor,1
59270,21,Wednesday,4,0,2,1.0,Breda - Rotterdam Centraal (HSL),rolling stock,defecte trein,0
59271,21,Wednesday,4,0,6,1.0,Eindhoven - Venlo,rolling stock,gestrande trein,0
59272,21,Wednesday,4,0,3,6.0,Amersfoort - Amsterdam Centraal,external,inzet van hulpdiensten,0
59273,6,Thursday,4,0,3,1.0,Tiel - Utrecht Centraal,rolling stock,gestrande trein,0
59274,6,Thursday,4,0,18,8.0,Amersfoort - Schiphol Airport,rolling stock,gestrande trein,0
59275,6,Thursday,4,0,5,1.0,Leiden Centraal - Schiphol Airport,rolling stock,defecte trein,0
59276,8,Thursday,4,0,5,1.0,Heerlen - Maastricht,rolling stock,defecte trein,0
59277,8,Thursday,4,0,4,2.0,Arnhem Centraal - Utrecht Centraal,rolling stock,defecte trein,0
59278,8,Thursday,4,0,4,2.0,Amsterdam Centraal - Utrecht Centraal,rolling stock,defecte trein,0
59279,8,Thursday,4,0,4,2.0,Amersfoort - Schiphol Airport,rolling stock,defecte trein,0
59281,9,Thursday,4,0,2,1.0,Antwerpen-Centraal - Roosendaal,rolling stock,defecte trein,1
59282,12,Thursday,4,0,3,1.0,Emmen - Zwolle,accidents,aanrijding,1
59283,12,Thursday,4,0,4,1.0,Emmen - Zwolle,accidents,aanrijding,0
59284,12,Thursday,4,0,2,1.0,Emmen - Zwolle,accidents,aanrijding,0
59285,14,Thursday,4,0,11,1.0,Roosendaal - Vlissingen,rolling stock,defecte trein,1
59286,17,Thursday,4,0,5,1.0,Amersfoort - Ede-Wageningen,external,voertuig op het spoor,0
59287,18,Thursday,4,0,2,7.0,Amersfoort - Schiphol Airport,rolling stock,defecte trein,0
59288,19,Thursday,4,0,2,1.0,Groningen - Leeuwarden,infrastructure,seinstoring,0
59289,19,Thursday,4,0,5,1.0,Amersfoort - Zwolle,external,rommel op het spoor,0
59290,21,Thursday,4,0,2,1.0,Roermond - Venlo,rolling stock,gestrande trein,0
59291,0,Friday,4,0,5,1.0,Roermond - Venlo,accidents,aanrijding,1
59292,8,Friday,4,0,8,1.0,Dordrecht - Rotterdam Centraal,rolling stock,gestrande trein,0
59293,8,Friday,4,0,3,1.0,Eindhoven - Venlo,rolling stock,defecte trein,0
59294,12,Friday,4,0,5,1.0,Amersfoort - Utrecht Centraal,external,inzet van hulpdiensten,0
59295,16,Friday,4,0,5,2.0,Amsterdam Centraal - Schiphol Airport,rolling stock,defecte trein,0
59296,16,Friday,4,0,5,1.0,Schiphol Airport - Utrecht Centraal,rolling stock,defecte trein,0
59297,17,Friday,4,0,2,1.0,Alphen a/d Rijn - Gouda,infrastructure,wisselstoring,1
59298,17,Friday,4,0,3,1.0,Eindhoven - Tilburg,rolling stock,defecte trein,0
59299,18,Friday,4,0,9,1.0,Groningen - Leeuwarden,rolling stock,defecte trein,0
59300,19,Friday,4,0,6,1.0,Eindhoven - Tilburg,infrastructure,seinstoring,1
59301,0,Saturday,4,1,2,1.0,Arnhem Centraal - Winterswijk,external,rommel op het spoor,1
59302,8,Saturday,4,1,6,1.0,Heerlen - Maastricht,rolling stock,defecte trein,0
59303,8,Saturday,4,1,4,2.0,Arnhem Centraal - Utrecht Centraal,infrastructure,seinstoring,1
59304,8,Saturday,4,1,4,1.0,Deventer - Zwolle,rolling stock,defecte trein,0
59305,9,Saturday,4,1,18,8.0,Amersfoort - Schiphol Airport,rolling stock,defecte trein,1
59306,10,Saturday,4,1,4,1.0,Roermond - Sittard,infrastructure,seinstoring,1
59307,11,Saturday,4,1,9,1.0,Eindhoven - Venlo,rolling stock,defecte trein,1
59308,12,Saturday,4,1,3,3.0,Berlin Ostbahnhof - Hengelo,infrastructure,overwegstoring,0
59309,13,Saturday,4,1,4,2.0,Breda - Tilburg,rolling stock,defecte trein,0
59310,13,Saturday,4,1,5,3.0,Almere Oostvaarders - Utrecht Centraal,rolling stock,defecte trein,0
59311,13,Saturday,4,1,2,1.0,Amersfoort - Zwolle,rolling stock,defecte trein,0
59313,16,Saturday,4,1,5,1.0,Almere Oostvaarders - Utrecht Centraal,external,bermbrand,0
59314,18,Saturday,4,1,3,1.0,Eindhoven - Tilburg,rolling stock,defecte trein,0
59315,19,Saturday,4,1,6,1.0,Haarlem - Uitgeest,external,inzet van de politie,0
59316,20,Saturday,4,1,3,1.0,Breda - Dordrecht,infrastructure,seinstoring,0
59317,6,Sunday,4,1,5,2.0,Amersfoort - Apeldoorn,infrastructure,seinstoring,1
59318,6,Sunday,4,1,4,1.0,Amersfoort - Ede-Wageningen,infrastructure,seinstoring,1
59319,6,Sunday,4,1,5,1.0,Breda - Tilburg,external,inzet van hulpdiensten,0
59320,7,Sunday,4,1,4,1.0,Almelo - Deventer,engineering work,uitloop van werkzaamheden,1
59321,8,Sunday,4,1,2,2.0,Amersfoort - Amsterdam Centraal,infrastructure,defecte bovenleiding,0
59322,9,Sunday,4,1,8,2.0,Bielefeld Hbf - Hengelo,rolling stock,beperkingen in de materieelinzet,1
59323,13,Sunday,4,1,18,8.0,Amersfoort - Schiphol Airport,external,dier op het spoor,1
59324,15,Sunday,4,1,3,1.0,Roermond - Venlo,external,persoon op het spoor,0
59325,15,Sunday,4,1,8,2.0,Bielefeld Hbf - Hengelo,staff,problemen met de personeelsinzet,1
59326,20,Sunday,4,1,5,2.0,Amersfoort - Amsterdam Centraal,external,persoon op het spoor,0
59327,21,Sunday,4,1,4,2.0,Amsterdam Centraal - Utrecht Centraal,external,persoon op het spoor,0
59328,21,Sunday,4,1,6,1.0,Eindhoven - Venlo,rolling stock,gestrande trein,0
59329,22,Sunday,4,1,6,1.0,Heerlen - Maastricht,rolling stock,defecte trein,0
59330,4,Monday,4,0,4,2.0,Amsterdam Centraal - Utrecht Centraal,engineering work,uitloop van werkzaamheden,1
59332,6,Monday,4,0,5,1.0,Haarlem - Leiden Centraal,rolling stock,gestrande trein,0
59333,6,Monday,4,0,2,1.0,Almelo - Zwolle,infrastructure,seinstoring,1
59334,7,Monday,4,0,4,1.0,Eindhoven - Venlo,rolling stock,defecte trein,0
59335,9,Monday,4,0,3,2.0,Amersfoort - Amsterdam Centraal,unknown,technisch onderzoek,0
59337,10,Monday,4,0,6,1.0,Leeuwarden - Stavoren,accidents,aanrijding,1
59338,10,Monday,4,0,9,2.0,Eindhoven - Roermond,rolling stock,rook in een trein,1
59339,10,Monday,4,0,18,8.0,Amersfoort - Schiphol Airport,rolling stock,defecte trein,0
59341,12,Monday,4,0,5,1.0,Apeldoorn - Zutphen,infrastructure,seinstoring,1
59342,13,Monday,4,0,7,1.0,Eindhoven - Venlo,infrastructure,defecte bovenleiding,1
59343,13,Monday,4,0,4,2.0,'s-Hertogenbosch - Eindhoven,infrastructure,defecte bovenleiding,1
59344,15,Monday,4,0,4,1.0,Eindhoven - Venlo,rolling stock,defecte trein,0
59345,16,Monday,4,0,6,1.0,Eindhoven - Venlo,infrastructure,beschadigde bovenleiding,1
59346,19,Monday,4,0,7,1.0,Den Haag HS - Rotterdam Centraal,rolling stock,defecte trein,0
59347,19,Monday,4,0,11,1.0,Roosendaal - Vlissingen,rolling stock,defecte trein,0
59348,20,Monday,4,0,5,1.0,Breda - Tilburg,rolling stock,defecte trein,0
